State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
Other,1961,2335.0,1,647.0,Frame,6,319127.0,2000,Suburban,30,False,False,6.72,14.23,31,315964.0,0.543,19.81,29.64,2.99,68,5.13,Adequate,1,Low,65,3163.0,False,Moderate,1344.43,0,0.0
FL,2021,1903.0,1,606.0,Masonry,4,512793.0,1000,Rural,2,False,False,5.08,26.02,10,366738.0,0.495,49.95,42.02,18.51,94,7.49,Poor,0,Low,5,146055.0,False,Moderate,1512.26,0,0.0
MA,1958,2265.0,0,700.0,Frame,8,568839.0,2000,Suburban,22,True,False,13.18,8.71,120,391931.0,0.528,4.04,25.67,1.95,38,4.91,Adequate,0,Low,68,176908.0,True,Elevated,2092.98,0,0.0
CA,1992,2945.0,1,700.0,Frame,10,655309.0,1000,Urban,24,False,False,14.65,51.56,29,454044.0,0.515,37.5,12.98,16.71,81,2.46,Excellent,1,Low,34,201265.0,True,Elevated,3012.04,0,0.0
CA,2004,2141.0,0,700.0,Frame,9,352776.0,2000,Urban,6,True,True,22.0,19.52,120,376741.0,1.002,14.16,36.42,6.24,61,1.7,Adequate,1,Low,22,0.0,True,Moderate,1181.71,0,0.0
CO,2001,2720.0,0,725.0,Frame,3,501485.0,1000,Rural,25,False,False,12.37,17.82,120,490449.0,1.264,58.0,22.86,3.8,96,0.84,Adequate,3,High,25,11036.0,False,Moderate,1451.48,0,0.0
WA,1963,2803.0,0,789.0,Masonry,1,739520.0,1000,Urban,28,True,False,0.0,42.49,120,556461.0,0.435,18.61,48.38,7.26,70,0.59,Adequate,0,High,63,183059.0,False,Moderate,1588.1,0,0.0
GA,2004,2919.0,1,634.0,Frame,2,609306.0,500,Suburban,20,False,False,25.35,11.0,7,459222.0,0.248,16.7,34.11,0.85,87,31.14,Adequate,2,Moderate,22,150084.0,False,Elevated,2671.87,0,0.0
CA,1974,1834.0,0,700.0,Frame,1,285659.0,2000,Suburban,21,True,False,21.19,47.16,120,325316.0,0.533,9.07,52.1,5.69,59,25.97,Adequate,0,Moderate,52,0.0,True,Low,924.97,0,0.0
TX,1974,1747.0,0,657.0,Frame,4,446669.0,1000,Rural,5,False,False,9.53,2.52,120,382856.0,2.194,6.0,39.89,11.43,37,2.78,Adequate,2,Low,52,63813.0,False,Moderate,1596.54,0,0.0
WA,1993,1889.0,1,616.0,Masonry,4,421482.0,1000,Suburban,18,True,True,6.18,0.82,31,274287.0,0.619,23.31,84.49,0.11,79,8.91,Poor,4,Low,33,147195.0,False,Moderate,1184.88,0,0.0
CO,2016,1866.0,0,670.0,Fire Resistive,6,319797.0,2000,Suburban,9,False,True,2.07,9.92,120,248030.0,1.859,27.15,16.53,0.78,89,8.96,Excellent,1,Moderate,10,71767.0,False,Low,724.96,0,0.0
TX,2015,3688.0,0,649.0,Masonry,7,849311.0,1000,Suburban,4,False,False,9.18,0.17,120,632884.0,0.721,2.78,60.65,4.74,58,0.37,Adequate,3,Low,11,216427.0,False,Elevated,2848.65,0,0.0
NY,1965,2387.0,0,692.0,Masonry,7,486597.0,2000,Rural,20,False,False,15.59,0.03,120,447066.0,0.292,3.58,52.67,2.03,43,13.46,Adequate,2,Low,61,39531.0,False,Elevated,2109.95,0,0.0
MA,1963,1435.0,0,700.0,Frame,10,344910.0,1000,Urban,24,False,False,18.27,17.81,120,345477.0,0.567,57.94,40.8,2.92,69,6.8,Adequate,0,Low,63,0.0,True,Moderate,1647.14,0,0.0
MA,1988,2926.0,0,700.0,Frame,10,678971.0,500,Rural,12,True,False,14.66,0.39,120,465987.0,0.51,11.95,62.76,1.26,47,1.87,Excellent,1,Low,38,212984.0,True,High,4085.11,0,0.0
WA,1960,1731.0,0,704.0,Frame,1,364322.0,500,Rural,17,True,False,22.82,22.3,120,358400.0,0.085,37.62,71.65,4.4,39,5.13,Adequate,1,High,66,5922.0,False,Moderate,1091.19,1,36020.26
CA,2004,3250.0,0,700.0,Frame,8,710828.0,500,Suburban,20,True,False,13.89,60.6,120,493536.0,0.395,31.13,28.79,1.91,83,11.89,Excellent,0,Low,22,217292.0,True,High,4013.44,1,40255.17
FL,1977,1093.0,1,771.0,Frame,9,235068.0,1000,Suburban,26,False,False,25.19,42.01,33,203229.0,0.63,28.37,15.72,7.54,89,3.79,Adequate,0,Low,49,31839.0,False,Low,938.67,0,0.0
FL,1968,1729.0,0,712.0,Frame,8,423554.0,2000,Urban,17,True,False,21.59,1.7,120,277262.0,1.336,21.0,42.13,10.11,46,8.03,Adequate,0,Low,58,146292.0,False,Elevated,2046.45,0,0.0
TX,2000,2354.0,0,817.0,Frame,2,660424.0,1000,Rural,2,True,True,24.31,5.74,120,418118.0,0.171,12.36,35.27,6.32,45,2.85,Poor,1,Low,26,242306.0,False,Moderate,1803.64,0,0.0
NY,2022,1721.0,0,667.0,Frame,5,274380.0,1000,Urban,5,False,False,26.5,37.07,120,275217.0,0.817,40.5,56.47,1.71,98,13.07,Poor,0,Moderate,4,0.0,False,Low,838.55,0,0.0
NY,1978,2203.0,0,693.0,Frame,1,400781.0,2000,Suburban,14,False,False,13.41,26.92,120,343926.0,0.823,15.53,0.0,1.12,42,45.0,Adequate,0,Moderate,48,56855.0,False,Moderate,1299.93,0,0.0
FL,1953,1717.0,1,634.0,Frame,9,552779.0,500,Suburban,24,False,False,5.92,4.71,18,372483.0,0.364,30.13,74.99,36.0,42,20.95,Poor,0,Low,73,180296.0,False,High,5725.19,0,0.0
NY,1968,3179.0,0,761.0,Frame,3,807606.0,5000,Suburban,23,True,False,25.01,16.94,120,584639.0,0.599,27.58,60.16,0.98,50,1.66,Poor,1,Low,58,222967.0,False,Elevated,2708.3,0,0.0
FL,2016,1618.0,0,550.0,Frame,6,412846.0,2000,Urban,8,False,False,15.9,17.22,120,350120.0,0.805,33.41,43.37,32.45,98,17.28,Poor,0,Moderate,10,62726.0,False,Moderate,1690.07,0,0.0
Other,2022,2224.0,0,628.0,Frame,9,379060.0,1000,Rural,4,False,True,22.34,0.05,120,333940.0,3.226,12.89,46.09,0.16,94,0.05,Adequate,1,Low,4,45120.0,False,Moderate,1212.92,0,0.0
CO,2021,3410.0,0,645.0,Fire Resistive,3,643295.0,1000,Suburban,2,False,False,18.03,25.98,120,570991.0,0.547,21.29,57.19,0.47,71,31.69,Poor,2,Low,5,72304.0,False,Moderate,1349.32,0,0.0
NY,1963,2426.0,0,777.0,Frame,3,448155.0,1000,Urban,25,False,False,23.98,0.34,120,404206.0,0.241,22.16,41.74,2.23,44,0.87,Adequate,0,Moderate,63,43949.0,False,Moderate,1456.72,0,0.0
TX,1993,2624.0,0,767.0,Frame,1,558963.0,1000,Urban,17,False,False,20.39,0.38,120,415791.0,0.286,35.61,52.85,4.65,70,4.02,Adequate,3,Moderate,33,143172.0,False,Elevated,2321.29,0,0.0
TX,2005,2983.0,1,682.0,Frame,4,657243.0,500,Rural,9,True,True,0.0,0.53,9,600286.0,1.373,31.22,21.06,4.19,76,2.07,Poor,3,Low,21,56957.0,False,Moderate,1942.38,0,0.0
MA,2007,1574.0,1,700.0,Masonry,8,228920.0,500,Urban,1,True,False,19.93,22.97,17,300462.0,0.543,44.43,58.8,2.22,43,8.12,Excellent,3,Low,19,0.0,True,Low,598.89,0,0.0
NY,1958,2953.0,1,715.0,Masonry,4,739926.0,1000,Urban,28,False,False,0.0,0.78,23,480491.0,0.461,42.12,71.55,0.71,48,5.75,Adequate,0,Low,68,259435.0,False,High,3958.9,0,0.0
FL,2017,2705.0,0,721.0,Frame,3,475075.0,500,Suburban,2,False,False,13.71,3.38,120,421337.0,0.388,42.06,51.84,12.46,55,7.75,Adequate,2,Moderate,9,53738.0,False,Moderate,1094.84,0,0.0
TX,1972,1958.0,0,683.0,Masonry,4,466380.0,1000,Rural,22,False,True,24.75,6.06,120,326087.0,0.223,37.65,56.08,5.07,63,11.04,Adequate,3,Low,54,140293.0,False,Moderate,1422.95,0,0.0
Other,1987,1385.0,0,763.0,Frame,10,220929.0,2000,Rural,29,True,False,6.48,0.47,120,180678.0,2.907,24.12,14.84,5.04,96,5.57,Adequate,2,Low,39,40251.0,False,Low,926.58,0,0.0
FL,1958,2400.0,0,693.0,Frame,1,453707.0,2000,Suburban,20,True,False,14.82,0.56,120,386350.0,0.39,15.06,34.19,14.58,33,5.25,Adequate,1,Low,68,67357.0,False,Moderate,1484.11,0,0.0
TX,1959,3486.0,1,769.0,Frame,9,977519.0,1000,Suburban,24,False,False,15.64,26.3,13,727222.0,0.371,32.48,28.68,4.86,42,4.27,Adequate,3,Low,67,250297.0,False,High,4947.77,0,0.0
MA,1956,1445.0,1,700.0,Fire Resistive,7,305391.0,1000,Urban,17,True,False,7.66,24.66,6,276730.0,2.458,39.58,77.33,2.46,33,1.07,Adequate,0,High,70,28661.0,True,Elevated,2979.9,0,0.0
GA,1994,2305.0,0,782.0,Frame,1,479044.0,1000,Rural,4,True,True,15.59,49.39,120,400950.0,0.267,65.17,62.63,5.15,42,8.45,Excellent,0,High,32,78094.0,False,Moderate,1566.99,0,0.0
MA,1962,2155.0,0,700.0,Frame,5,531629.0,2000,Rural,29,True,False,22.28,1.01,120,430052.0,0.183,16.33,60.99,2.84,82,4.54,Adequate,0,Low,64,101577.0,True,Moderate,1757.75,0,0.0
FL,1988,1570.0,0,655.0,Frame,4,272590.0,500,Suburban,18,True,True,15.04,24.85,120,227437.0,0.34,23.36,77.84,2.29,71,20.82,Adequate,0,Low,38,45153.0,False,Low,872.86,0,0.0
MA,1985,1789.0,0,700.0,Masonry,8,471183.0,1000,Urban,13,True,True,4.41,28.05,120,269855.0,0.559,43.07,68.69,0.48,63,5.45,Adequate,1,Low,41,201328.0,True,Moderate,1433.47,0,0.0
FL,1981,2112.0,0,749.0,Frame,4,530389.0,1000,Rural,16,True,False,14.16,9.37,120,338694.0,0.744,42.87,36.57,14.05,60,21.43,Poor,1,Low,45,191695.0,False,Moderate,1807.71,0,0.0
NY,2014,3012.0,0,778.0,Frame,7,638926.0,1000,Suburban,5,True,True,6.12,9.35,120,548112.0,2.134,16.08,47.42,7.27,76,3.88,Adequate,0,High,12,90814.0,False,Moderate,1221.27,0,0.0
CA,1980,3402.0,1,700.0,Masonry,3,1066409.0,2000,Urban,22,True,True,26.49,35.2,20,681117.0,0.108,19.21,17.35,3.4,77,45.0,Poor,2,Low,46,385292.0,True,Elevated,3119.56,0,0.0
TX,1987,1576.0,0,712.0,Frame,1,295675.0,1000,Suburban,18,True,False,23.23,1.52,120,213771.0,0.403,30.38,57.85,4.31,68,10.56,Adequate,2,Low,39,81904.0,False,Moderate,1128.68,0,0.0
NY,1966,2497.0,1,826.0,Frame,5,343458.0,1000,Suburban,24,True,True,22.38,34.48,3,511221.0,1.07,49.71,60.99,3.32,48,5.82,Adequate,0,Moderate,60,0.0,False,Moderate,1480.35,0,0.0
CA,1957,1406.0,0,700.0,Frame,1,278380.0,1000,Rural,27,False,True,24.7,74.21,120,246826.0,0.269,56.93,38.94,3.51,50,4.38,Adequate,0,Low,69,31554.0,True,Elevated,2251.33,0,0.0
MA,1997,2499.0,1,700.0,Frame,3,454631.0,2000,Rural,23,True,False,25.88,1.42,15,429904.0,0.912,8.03,64.3,6.98,90,0.73,Adequate,1,High,29,24727.0,True,Moderate,1262.03,0,0.0
NY,2015,1862.0,0,693.0,Frame,6,392023.0,1000,Urban,5,True,False,18.54,0.28,120,416247.0,1.189,14.08,44.47,2.43,93,2.83,Excellent,0,Low,11,0.0,False,Low,776.87,0,0.0
CO,1956,1405.0,0,850.0,Masonry,6,219649.0,2000,Suburban,20,False,False,24.45,7.13,120,325672.0,1.767,19.07,41.64,0.05,37,14.01,Adequate,1,Low,70,0.0,False,Low,708.06,0,0.0
NY,1987,1712.0,1,776.0,Frame,10,369628.0,1000,Urban,18,True,False,24.0,1.12,34,211930.0,1.551,25.21,77.58,4.32,68,4.35,Poor,0,Moderate,39,157698.0,False,Elevated,3237.87,0,0.0
LA,2004,2624.0,1,537.0,Frame,9,432032.0,1000,Suburban,8,False,False,33.35,26.03,11,412161.0,1.636,15.08,38.32,3.68,54,7.41,Adequate,1,Low,22,19871.0,False,High,5351.88,1,30804.46
OK,1974,2839.0,0,676.0,Frame,5,465874.0,1000,Rural,27,True,False,23.24,0.12,120,543980.0,1.074,15.81,69.41,2.42,73,5.08,Poor,4,Low,52,0.0,False,Elevated,2875.75,0,0.0
LA,1977,1814.0,0,746.0,Frame,8,405473.0,1000,Suburban,27,False,False,17.2,3.49,120,464484.0,0.244,49.85,24.41,4.53,96,2.89,Adequate,2,High,49,0.0,False,Moderate,1351.78,0,0.0
TX,2015,3453.0,0,600.0,Masonry,9,696788.0,2000,Suburban,24,False,False,1.11,40.05,120,480580.0,2.757,61.8,46.68,1.63,96,15.95,Excellent,2,Moderate,11,216208.0,False,Elevated,2402.47,0,0.0
OK,2022,3050.0,0,769.0,Frame,3,669209.0,1000,Rural,3,False,False,27.86,53.76,120,463501.0,0.289,67.99,51.57,0.25,93,2.13,Poor,1,Moderate,4,205708.0,False,Elevated,2088.25,0,0.0
CO,2022,1792.0,1,797.0,Frame,4,362151.0,2000,Suburban,4,False,False,21.82,6.46,27,252174.0,0.555,18.37,60.08,5.42,97,8.72,Adequate,3,Low,4,109977.0,False,Low,819.89,0,0.0
CA,1955,2222.0,1,700.0,Frame,1,529926.0,1000,Rural,29,True,True,34.7,10.12,10,352718.0,0.237,20.55,19.45,3.54,54,4.82,Adequate,2,Low,71,177208.0,True,High,4025.91,0,0.0
CA,1977,2145.0,0,700.0,Fire Resistive,6,394335.0,2000,Rural,29,True,True,5.01,50.09,120,380693.0,1.17,68.61,42.49,8.42,94,11.43,Excellent,0,Low,49,13642.0,True,Moderate,1239.36,0,0.0
CO,1957,1545.0,0,679.0,Frame,9,389731.0,1000,Rural,24,True,True,31.22,67.87,120,248653.0,0.911,73.72,34.32,2.79,43,16.05,Adequate,2,Low,69,141078.0,False,High,4254.98,0,0.0
CO,2000,2535.0,0,711.0,Masonry,6,538087.0,5000,Rural,20,False,True,34.96,20.13,120,445366.0,0.189,49.01,74.25,0.87,91,0.44,Excellent,1,Low,26,92721.0,False,Elevated,2187.4,0,0.0
MA,2001,1036.0,0,700.0,Frame,1,311304.0,2000,Urban,3,False,False,18.02,24.89,120,146842.0,0.052,62.43,61.59,1.2,53,4.23,Excellent,0,Moderate,25,164462.0,True,Moderate,1002.2,0,0.0
MA,1994,2027.0,0,700.0,Frame,10,425952.0,2000,Suburban,22,True,False,30.78,0.1,120,399564.0,1.096,13.57,59.52,2.15,93,2.52,Adequate,0,Low,32,26388.0,True,Elevated,3356.9,1,58870.35
NY,2013,1659.0,1,744.0,Masonry,5,311852.0,1000,Suburban,25,True,False,20.61,20.67,24,195210.0,0.428,26.01,56.09,1.2,100,24.05,Adequate,0,Moderate,13,116642.0,False,Low,875.89,0,0.0
NY,1962,2130.0,1,812.0,Fire Resistive,6,423176.0,5000,Suburban,30,True,False,22.83,2.34,6,418294.0,0.631,21.74,77.5,0.79,89,12.71,Adequate,1,Low,64,4882.0,False,Moderate,1744.09,0,0.0
FL,2005,1958.0,0,665.0,Frame,9,360417.0,1000,Suburban,13,False,False,30.24,5.41,120,330419.0,0.639,56.87,41.1,25.56,84,2.12,Adequate,0,Moderate,21,29998.0,False,Moderate,1018.13,0,0.0
Other,1950,1473.0,0,649.0,Frame,4,334245.0,1000,Rural,21,True,False,20.67,0.24,120,244345.0,0.367,30.87,41.93,1.01,30,3.12,Excellent,3,Low,76,89900.0,False,Moderate,1519.92,0,0.0
LA,1984,2073.0,0,746.0,Frame,6,457540.0,500,Suburban,25,False,False,13.89,12.46,120,374148.0,1.848,36.53,38.51,28.13,90,6.22,Adequate,1,Low,42,83392.0,False,Elevated,2458.6,0,0.0
FL,2000,858.0,1,716.0,Frame,5,298356.0,1000,Urban,1,False,False,8.26,1.15,32,254624.0,0.266,14.3,46.26,6.6,49,11.54,Adequate,0,Low,26,43732.0,False,Low,650.4,0,0.0
LA,1993,1265.0,0,777.0,Frame,8,262157.0,5000,Suburban,12,False,False,23.32,0.58,120,169192.0,0.792,67.37,59.78,7.21,65,0.85,Poor,0,Moderate,33,92965.0,False,Moderate,1195.37,0,0.0
CO,1988,800.0,0,519.0,Frame,9,111545.0,1000,Rural,26,True,True,0.3,14.9,120,122965.0,0.613,11.45,50.71,0.12,96,23.36,Excellent,2,Low,38,0.0,False,Low,307.41,0,0.0
CO,1988,1553.0,0,697.0,Frame,5,425726.0,1000,Suburban,20,True,False,12.05,7.34,120,310772.0,0.651,10.82,67.53,7.37,92,9.87,Adequate,1,Low,38,114954.0,False,Moderate,1377.52,0,0.0
GA,1995,2228.0,1,635.0,Fire Resistive,7,353773.0,1000,Suburban,14,True,False,14.02,9.15,6,333275.0,0.179,12.63,49.71,0.53,61,43.36,Adequate,1,Low,31,20498.0,False,Moderate,1024.73,0,0.0
OK,1984,2428.0,0,769.0,Frame,1,445371.0,1000,Urban,10,False,False,15.76,13.96,120,381480.0,0.089,33.64,51.71,5.38,39,13.53,Poor,7,Low,42,63891.0,False,Moderate,1386.36,0,0.0
GA,1961,2926.0,0,695.0,Frame,9,660607.0,500,Rural,26,True,False,21.81,0.0,120,608862.0,0.584,12.45,63.09,0.14,53,21.66,Adequate,1,Moderate,65,51745.0,False,High,3879.97,0,0.0
CO,2004,1907.0,1,764.0,Frame,7,521298.0,2000,Suburban,3,False,False,0.0,25.32,24,427023.0,1.05,40.97,76.64,0.67,68,13.37,Adequate,2,Moderate,22,94275.0,False,Moderate,1952.89,0,0.0
MA,1963,1718.0,1,700.0,Frame,5,455777.0,500,Suburban,28,False,False,22.6,1.66,17,397442.0,0.847,33.94,32.79,7.9,85,10.97,Poor,3,Low,63,58335.0,True,Elevated,2317.89,0,0.0
CO,1990,2065.0,0,777.0,Frame,3,477799.0,5000,Urban,9,False,True,20.78,24.7,120,459531.0,0.832,17.7,42.6,4.42,67,5.12,Adequate,2,Low,36,18268.0,False,Moderate,1405.03,0,0.0
CO,1981,800.0,1,535.0,Frame,9,187322.0,1000,Urban,24,False,False,19.28,58.24,4,119726.0,0.939,22.61,33.72,10.45,91,11.45,Poor,1,Low,45,67596.0,False,Elevated,3332.35,0,0.0
NY,2005,2406.0,1,590.0,Masonry,4,347859.0,2000,Suburban,17,False,True,14.02,6.99,20,386433.0,0.816,27.68,31.93,2.36,84,8.55,Adequate,2,Low,21,0.0,False,Low,537.85,0,0.0
OK,2000,3123.0,0,587.0,Masonry,2,658392.0,500,Rural,15,False,True,7.5,2.32,120,514966.0,0.354,45.29,48.82,10.0,68,2.49,Poor,7,Low,26,143426.0,False,Moderate,1139.37,0,0.0
CA,1978,2169.0,0,700.0,Frame,10,419523.0,2000,Urban,20,True,True,17.85,9.99,120,349851.0,1.126,34.69,44.96,1.59,59,16.68,Poor,0,Low,48,69672.0,True,Elevated,3251.15,0,0.0
LA,1997,2201.0,1,665.0,Frame,10,427919.0,1000,Suburban,16,False,False,2.16,0.02,29,285239.0,0.794,18.7,51.75,1.68,69,9.73,Adequate,0,Low,29,142680.0,False,Elevated,2518.06,0,0.0
CO,1954,1808.0,0,707.0,Masonry,3,288563.0,1000,Rural,29,True,True,23.59,18.77,120,283062.0,0.264,19.4,50.29,12.52,44,8.61,Adequate,3,Low,72,5501.0,False,Moderate,1095.79,0,0.0
LA,2001,2259.0,0,841.0,Masonry,6,599376.0,1000,Urban,3,False,False,27.71,17.17,120,372576.0,1.194,32.33,64.07,13.23,51,16.58,Adequate,1,Moderate,25,226800.0,False,Elevated,2549.75,0,0.0
CA,2012,2017.0,0,700.0,Fire Resistive,1,363317.0,500,Urban,8,False,False,20.97,7.81,120,389789.0,0.126,50.73,21.32,4.96,89,2.22,Poor,1,Moderate,14,0.0,True,Low,877.84,0,0.0
FL,1967,1869.0,0,672.0,Masonry,4,457483.0,2000,Rural,5,True,False,4.9,0.48,120,328802.0,0.161,10.09,50.71,18.9,31,0.45,Excellent,0,High,59,128681.0,False,Moderate,1634.1,0,0.0
CO,1992,2751.0,0,758.0,Frame,3,639054.0,1000,Suburban,15,False,False,12.14,26.08,120,497569.0,0.05,31.09,13.64,2.83,69,0.2,Adequate,2,High,34,141485.0,False,Moderate,1832.51,0,0.0
NY,2010,2323.0,1,638.0,Masonry,1,420246.0,2000,Urban,12,False,False,23.43,38.83,29,346342.0,0.196,18.22,53.86,1.45,85,5.35,Poor,1,Moderate,16,73904.0,False,Moderate,1304.73,0,0.0
CA,2010,2499.0,1,700.0,Frame,6,658557.0,1000,Suburban,3,False,False,12.7,8.35,35,427304.0,0.32,9.37,100.0,2.32,61,5.7,Adequate,0,Low,16,231253.0,True,Elevated,2641.1,0,0.0
CA,2009,1351.0,2,700.0,Masonry,2,195639.0,500,Suburban,15,True,False,0.0,15.25,16,174661.0,0.703,16.92,28.0,8.81,89,2.84,Adequate,0,Low,17,20978.0,True,Low,407.49,0,0.0
FL,1977,1623.0,0,702.0,Frame,10,279247.0,2000,Suburban,27,True,False,6.16,5.62,120,316710.0,0.552,36.1,80.35,7.63,89,25.05,Excellent,1,Low,49,0.0,False,Low,954.42,0,0.0
NY,1988,2090.0,0,723.0,Frame,8,429586.0,1000,Urban,15,False,False,20.97,14.68,120,309502.0,0.77,36.51,38.77,5.71,60,29.03,Poor,1,Low,38,120084.0,False,High,3654.81,0,0.0
FL,1997,2410.0,0,830.0,Frame,9,583794.0,5000,Suburban,24,False,False,14.28,8.71,120,436829.0,0.674,38.26,80.35,2.75,96,13.62,Adequate,1,Low,29,146965.0,False,Moderate,1635.12,0,0.0
Other,2011,2409.0,1,734.0,Frame,5,447188.0,500,Urban,16,False,False,7.92,3.05,8,348634.0,1.023,13.93,68.28,9.08,91,6.67,Excellent,0,Low,15,98554.0,False,Moderate,1502.47,1,54008.04
TX,1979,1880.0,0,582.0,Masonry,6,433725.0,1000,Urban,21,True,True,31.31,2.77,120,304730.0,1.988,11.67,36.97,4.25,72,8.41,Poor,2,Low,47,128995.0,False,Elevated,2419.35,0,0.0
LA,2021,2084.0,0,850.0,Fire Resistive,2,394657.0,1000,Suburban,3,True,False,13.57,1.16,120,315062.0,0.153,32.21,49.65,0.41,92,2.38,Poor,1,Moderate,5,79595.0,False,Low,426.46,0,0.0
TX,1966,1616.0,1,615.0,Frame,2,446448.0,1000,Suburban,23,False,True,21.43,13.45,23,229573.0,0.131,9.82,44.47,6.27,59,15.21,Poor,6,Low,60,216875.0,False,Elevated,3374.96,0,0.0
CA,1975,2590.0,1,700.0,Frame,7,685684.0,5000,Urban,25,False,False,20.65,4.82,1,522800.0,1.276,50.25,81.47,0.36,83,1.02,Excellent,1,Low,51,162884.0,True,High,7244.63,0,0.0
OK,2010,3034.0,1,630.0,Fire Resistive,1,570160.0,1000,Rural,17,True,True,16.77,11.11,32,506674.0,0.147,25.79,40.2,5.23,88,4.21,Adequate,4,Low,16,63486.0,False,Moderate,1052.59,0,0.0
WA,2004,2111.0,1,763.0,Frame,2,582523.0,2000,Urban,8,False,False,3.39,26.17,14,425735.0,0.534,34.24,26.13,10.95,86,2.24,Adequate,0,Low,22,156788.0,False,Moderate,1220.96,0,0.0
FL,1954,2415.0,1,557.0,Frame,9,446656.0,2000,Urban,30,False,False,6.81,18.02,7,365556.0,0.545,12.59,63.54,8.18,55,35.12,Adequate,0,Low,72,81100.0,False,High,3869.59,0,0.0
CO,1982,800.0,0,773.0,Frame,2,173461.0,2000,Rural,10,False,True,13.1,4.21,120,189979.0,0.851,10.34,76.44,1.81,66,0.33,Poor,3,Low,44,0.0,False,Low,342.79,0,0.0
OK,2001,2298.0,0,527.0,Masonry,6,497554.0,1000,Urban,8,True,False,0.48,35.6,120,366936.0,1.711,9.27,22.34,11.15,62,12.05,Adequate,7,Low,25,130618.0,False,Moderate,1297.49,0,0.0
LA,1964,1943.0,1,740.0,Frame,1,279434.0,1000,Rural,28,False,False,13.43,4.9,32,407392.0,0.895,30.24,44.78,1.44,73,9.42,Adequate,0,Low,62,0.0,False,Low,645.29,0,0.0
OK,2009,1584.0,0,712.0,Frame,10,339352.0,1000,Rural,5,True,False,0.0,54.13,120,251458.0,1.786,16.77,79.31,2.08,73,2.27,Poor,3,Low,17,87894.0,False,Moderate,1172.04,0,0.0
GA,1956,1577.0,0,628.0,Frame,9,257635.0,500,Suburban,22,False,False,15.88,10.83,120,237638.0,0.774,66.6,71.08,8.24,33,23.25,Adequate,1,Low,70,19997.0,False,Moderate,1324.75,0,0.0
TX,1978,1026.0,1,473.0,Masonry,2,190742.0,1000,Suburban,21,True,True,4.68,17.89,22,254710.0,0.086,41.21,87.66,7.88,82,21.23,Poor,1,Moderate,48,0.0,False,Low,417.61,0,0.0
MA,1983,867.0,0,700.0,Frame,8,162987.0,1000,Rural,23,False,True,1.82,15.55,120,185000.0,1.036,9.37,40.05,1.1,87,2.18,Adequate,0,Low,43,0.0,True,Low,564.39,0,0.0
Other,1994,2564.0,0,697.0,Frame,2,493414.0,2000,Urban,3,True,True,9.73,0.06,120,486227.0,0.209,5.66,46.29,5.67,36,6.24,Adequate,2,Moderate,32,7187.0,False,Moderate,1503.76,0,0.0
FL,2005,2886.0,1,607.0,Frame,7,771300.0,500,Urban,23,True,False,15.55,22.49,15,561774.0,0.379,12.55,53.45,14.5,98,17.96,Poor,0,Low,21,209526.0,False,High,4686.76,0,0.0
MA,1971,2137.0,0,700.0,Frame,8,357608.0,2000,Urban,25,False,False,6.32,12.94,120,466931.0,0.472,34.3,44.93,1.21,73,2.9,Adequate,1,Moderate,55,0.0,True,Low,923.88,0,0.0
OK,1966,2298.0,1,646.0,Frame,8,439762.0,1000,Rural,25,False,True,12.93,2.64,26,424183.0,0.926,54.51,67.0,6.92,59,5.11,Adequate,1,Low,60,15579.0,False,Moderate,1705.92,0,0.0
TX,1991,1059.0,1,755.0,Frame,4,242421.0,2000,Urban,22,True,False,12.02,2.75,17,126002.0,0.244,49.24,54.75,1.86,87,4.66,Excellent,3,Low,35,116419.0,False,Low,663.26,0,0.0
FL,2008,3363.0,0,732.0,Masonry,3,889623.0,1000,Suburban,10,True,True,30.16,0.24,120,637291.0,0.414,14.35,47.75,0.74,79,18.62,Adequate,1,Moderate,18,252332.0,False,Elevated,2503.6,0,0.0
GA,1980,2388.0,0,738.0,Frame,6,433318.0,1000,Suburban,20,True,False,5.9,5.69,120,415400.0,0.571,42.47,68.17,1.22,61,0.48,Poor,1,Low,46,17918.0,False,Moderate,1269.88,0,0.0
NY,1973,2988.0,1,651.0,Fire Resistive,6,670636.0,2000,Rural,23,False,False,1.93,2.09,27,547052.0,2.425,25.35,99.75,0.08,58,24.23,Adequate,1,Low,53,123584.0,False,Elevated,2451.46,0,0.0
FL,2020,2236.0,0,696.0,Frame,9,430166.0,1000,Urban,3,False,False,18.85,20.01,120,417363.0,1.063,43.56,65.26,1.34,91,2.92,Adequate,0,Low,6,12803.0,False,Moderate,1268.47,0,0.0
Other,1996,1705.0,0,696.0,Masonry,5,472096.0,1000,Urban,2,False,False,7.78,15.54,120,317170.0,1.608,33.06,55.23,2.19,42,21.48,Adequate,1,Low,30,154926.0,False,Moderate,1886.07,0,0.0
